Date,return
2019-03-11,0.014541387024608589
2019-03-08,-0.02774755168661578
2019-03-07,-0.017777777777777795
2019-03-06,0.00392596747055526
2019-03-05,-0.0044918585064569515
2019-03-04,-0.0022333891680624872
2019-03-01,0.026374859708192977
2019-02-28,0.015367103016505382
2019-02-27,0.021191294387170528
2019-02-26,0.030635838150288877
2019-02-25,0.07858428314337124
2019-02-22,0.05426356589147288
2019-02-21,0.03372781065088759
2019-02-20,0.012173913043478311
2019-02-19,0.006436512580456374
2019-02-15,-0.013585351447135288
2019-02-14,-0.0065320665083135054
2019-02-13,0.012574850299401249
2019-02-12,0.013561320754717006
2019-02-11,-0.010507880910682997
2019-02-08,0.017427884615384564
2019-02-07,0.03753846153846151
2019-02-06,0.12125249833444361
2019-02-05,0.3034638554216867
2019-02-04,0.2968515742128936
2019-02-01,0.23489425981873122
2019-01-31,0.20833333333333334
2019-01-30,-0.008915304606240787
2019-01-29,0.029457364341085195
2019-01-28,0.04222048475371391
2019-01-25,0.030092592592592497
2019-01-24,0.03299293008641005
2019-01-23,0.03715170278637774
2019-01-22,-0.010760953112990052
2019-01-18,-0.0023201856148491384
2019-01-17,0.01486697965571215
2019-01-16,-0.006211180124223607
2019-01-15,0.0015479876160990381
2019-01-14,0.012461059190031164
2019-01-11,0.04746580852775542
2019-01-10,0.05491803278688524
2019-01-09,0.07533112582781458
2019-01-08,0.07820299500831958
2019-01-07,0.0548628428927681
2019-01-04,0.048060708263069164
2019-01-03,0.06349206349206354
2019-01-02,0.1174311926605504
2018-12-31,0.12822878228782295
2018-12-28,0.025817555938037928
2018-12-27,-0.0008431703204047038
2018-12-26,-0.06488240064882407
2018-12-24,-0.1297037630104084
2018-12-21,-0.12984956452889948
2018-12-20,-0.06495589414595032
2018-12-19,-0.06398104265402847
2018-12-18,-0.03971962616822428
2018-12-17,-0.01499605367008678
2018-12-14,0.006369426751592362
2018-12-13,-0.007086614173228336
2018-12-12,0.04290429042904302
2018-12-11,0.008723235527359334
2018-12-10,-0.021209740769835003
2018-12-07,-0.015612802498048483
2018-12-06,-0.005464480874316962
2018-12-04,-0.012851405622489973
2018-12-03,0.016129032258064457
2018-11-30,-0.005564387917329116
2018-11-29,0.033898305084745756
2018-11-28,0.028985507246376767
2018-11-27,0.013008130081300823
2018-11-26,-0.012588512981904023
2018-11-23,-0.03323029366306026
2018-11-21,-0.034775888717156055
2018-11-20,-0.057164634146341466
2018-11-19,-0.03754789272030653
2018-11-16,-0.04497751124437779
2018-11-15,-0.04206642066420666
2018-11-14,-0.046391752577319645
2018-11-13,0.018882769472855894
2018-11-12,-0.004601226993864933
2018-11-09,0.005291005291005312
2018-11-08,0.002934702861335227
2018-11-07,0.23272727272727278
2018-11-06,0.17439703153988875
2018-11-05,0.2536023054755044
2018-11-02,0.24141132776230267
2018-11-01,0.29123468426013194
2018-10-31,0.009661835748792237
2018-10-30,-0.007958801498127254
2018-10-29,-0.020637898686679233
2018-10-26,-0.011162790697674346
2018-10-25,-0.017304189435337094
2018-10-24,-0.10222222222222226
2018-10-23,-0.06736657917760276
2018-10-22,-0.03060306030603059
2018-10-19,-0.025362318840579653
2018-10-18,-0.0098920863309352
2018-10-17,0.034639927073837645
2018-10-16,0.02410714285714298
2018-10-15,-0.005395683453237296
2018-10-12,-0.006283662477558374
2018-10-11,-0.023999999999999962
2018-10-10,-0.04000000000000008
2018-10-09,0.0008928571428572825
2018-10-08,-0.030355594102341687
2018-10-05,-0.0566356720202874
2018-10-04,-0.04017094017094008
2018-10-03,-0.00775862068965516
2018-10-02,-0.032900432900432965
2018-10-01,-0.0017316017316018485
2018-09-28,-0.016666666666666607
2018-09-27,0.044642857142857144
2018-09-26,0.03571428571428575
2018-09-25,0.050000000000000065
2018-09-24,0.08920187793427223
2018-09-21,0.07657657657657654
2018-09-20,-0.017467248908296883
2018-09-19,-0.03463203463203466
2018-09-18,-0.0714285714285714
2018-09-17,-0.08547008547008547
2018-09-14,-0.05691056910569114
2018-09-13,-0.03765690376569032
2018-09-12,-0.02531645569620244
2018-09-11,0.02145922746781116
2018-09-10,-0.02500000000000006
2018-09-07,0.06034482758620699
2018-09-06,0.00847457627118641
2018-09-05,-0.008368200836820055
2018-09-04,0.008583690987124432
2018-08-31,-0.032128514056224786
2018-08-30,-0.07874015748031496
2018-08-29,-0.12222222222222225
2018-08-28,-0.17647058823529405
2018-08-27,-0.19931271477663232
2018-08-24,-0.13917525773195877
2018-08-23,-0.10106382978723397
2018-08-22,-0.017361111111111112
2018-08-21,-0.017182130584192438
2018-08-20,-0.01689189189189189
2018-08-17,-0.013651877133105875
2018-08-16,-0.01730103806228374
2018-08-15,-0.0034722222222222715
2018-08-14,0.006896551724137907
2018-08-13,0.017361111111111112
2018-08-10,0.01041666666666669
2018-08-09,0.00694444444444442
2018-08-08,0.014084507042253596
2018-08-07,0.0
2018-08-06,0.0034843205574913386
2018-08-03,0.006993006993006968
2018-08-02,-0.017064846416382253
2018-08-01,-0.003484320557491215
2018-07-31,0.043165467625899255
2018-07-30,0.007042253521126861
2018-07-27,0.059040590405903974
2018-07-26,0.14062499999999992
2018-07-25,0.13438735177865607
2018-07-24,0.09448818897637805
2018-07-23,0.09803921568627451
2018-07-20,0.030534351145038195
2018-07-19,-0.011583011583011473
2018-07-18,-0.030769230769230795
2018-07-17,-0.015503875968992331
2018-07-16,-0.022900763358778546
2018-07-13,0.011583011583011612
2018-07-12,0.003861003861003916
2018-07-11,-0.011538461538461565
2018-07-10,0.0077821011673151474
2018-07-09,0.04400000000000006
